query,resolved_name,matched_name,resolved_status,matched_status,match_type,taxid
Gleichenia japonica Spreng.,Diplopterygium glaucum (Thunb. ex Houtt.) Nakai,Gleichenia japonica Spreng.,accepted,synonym,exact,3274
Cyathea crinita Copel.,Alsophila crinita Hook.,Cyathea crinita (Hook.) Copel.,accepted,synonym,auto_basio-,13471
Botrypus strictus (Underw.) Holub,Sahashia stricta (L.) Li Bing Zhang & Liang Zhang,Botrypus strictus (L.) Underw.,accepted,synonym,auto_cfonly,13832
Leptochilus shintenensis (Hayata) X.C.Zhang & Noot.,Leptochilus × shintenensis (Hayata) Nakaike,Leptochilus shintenensis (Hayata) X.C.Zhang & Noot.,accepted,synonym,exact,29592
Woodwardia fimbriata Sm.,Woodwardia fimbriata J. E. Sm.,Woodwardia fimbriata Sm.,accepted,synonym,exact,29604
Woodsia obtusa (Spreng.) Torr.,Physematium obtusum subsp. obtusum,Woodsia obtusa (Spreng.) Torr.,accepted,synonym,exact,29611
Cyathea lepifera (J.Sm. ex Hook.) Copel.,Sphaeropteris lepifera (J. Sm. ex Hook.) R. M. Tryon,Cyathea lepifera (J. Sm. ex Hook.) Copel.,accepted,synonym,auto_punct,29636
Davallia mariesii T.Moore ex Baker,Davallia bullata Wall.,Davallia mariesii T. Moore ex Baker,accepted,synonym,auto_punct,29639
Davallia epiphylla (G.Forst.) Sw.,Davallia epiphylla (G. Forst.) Spreng.,Davallia epiphylla (G.Forst.) Sw.,accepted,synonym,exact,32083
Hypolepis muelleri N.A.Wakef.,Hypolepis muelleri Wakef.,Hypolepis muelleri N.A.Wakef.,accepted,synonym,exact,32092
Crepidomanes minutum (Blume) K.Iwats.,"Crepidomanes parvulum (Poir.) Nivart, Senterre & Dubuisson",Crepidomanes minutum (Blume) K. Iwats.,accepted,synonym,auto_punct,32127
Monachosorum arakii Tagawa,Monachosorum × arakii Tagawa,Monachosorum arakii Tagawa,accepted,synonym,exact,32149
Plenasium bromeliifolium (C.Presl) C.Presl,Plenasium banksiifolium (C. Presl) C. Presl,Plenasium bromeliifolium (C. Presl) C. Presl,accepted,synonym,auto_punct,32158
Actinostachys digitata (L.) Wall.,Actinostachys digitata (L.) Wall. ex C. F. Reed,Actinostachys digitata (L.) Wall.,accepted,synonym,exact,32179
Microlepia szechuanica Ching,Microlepia strigosa (Thunb.) C. Presl,Microlepia szechuanica Ching,accepted,synonym,exact,37214
Orthiopteris kingii (Bedd.) Holttum,Orthiopteris campylura var. kingii (Bedd.) Hovenk. & T. T. Luong,Orthiopteris kingii (Bedd.) Holttum,accepted,synonym,exact,37220
Polypodium australe Fee,Polypodium cambricum L.,Polypodium australe Fée,accepted,ambiguous synonym,auto_punct,38353
Polypodium glaberulum Mickel & Beitel,Polypodium puberulum Schltdl. & Cham.,Polypodium glaberulum Mickel & Beitel,accepted,synonym,exact,38356
Hymenophyllum fucoides Cav.,Hymenophyllum fuciforme Sw.,Hymenophyllum fucoides Cav.,accepted,ambiguous synonym,exact,38387
Polypodium macaronesicum A.E.Bobrov,Polypodium macaronesicum Bobrov,Polypodium macaronesicum A.E.Bobrov,accepted,synonym,exact,38394
Vittaria lineata (L.) Sm.,Vittaria lineata (L.) J. E. Sm.,Vittaria lineata (L.) Sm.,accepted,synonym,exact,38538
Polytaenium lanceolatum (Sw.) Desv.,Polytaenium lineatum (Sw.) J. Sm.,Polytaenium lanceolatum (Sw.) Desv.,accepted,ambiguous synonym,exact,38641
Vittaria dimorpha Muell.Berol.,Vittaria graminifolia Kaulf.,Vittaria dimorpha Muell.Berol.,accepted,synonym,exact,38645
Osmundastrum cinnamomeum var. fokiense (Copel.) Tagawa,Osmundastrum cinnamomeum subsp. asiaticum (Fernald) Fraser-Jenk.,Osmundastrum cinnamomeum var. fokiense (Copel.) Tagawa,accepted,synonym,exact,39586
Tmesipteris oblanceolata Copel.,Tmesipteris truncata (R. Br.) Desv.,Tmesipteris oblanceolata Copel.,accepted,synonym,exact,39587
Cheilanthes decora (Brack.) R.M.Tryon & A.F.Tryon,Doryopteris decora Brack.,Cheilanthes decora (Brack.) R. M. Tryon & A. F. Tryon,accepted,synonym,auto_punct,40644
Botrychium acuminatum W.H.Wagner,Botrychium acuminatum Wagner,Botrychium acuminatum W.H.Wagner,accepted,synonym,exact,41916
Botrychium ascendens W.H.Wagner,Botrychium ascendens Wagner,Botrychium ascendens W.H.Wagner,accepted,synonym,exact,41917
Botrychium campestre W.H.Wagner & Farrar,Botrychium campestre Wagner & Farrar,Botrychium campestre W.H.Wagner & Farrar,accepted,synonym,exact,41918
Botrychium crenulatum W.H.Wagner,Botrychium crenulatum Wagner,Botrychium crenulatum W.H.Wagner,accepted,synonym,exact,41919
Botrychium echo W.H.Wagner,Botrychium echo Wagner,Botrychium echo W.H.Wagner,accepted,synonym,exact,41920
Botrychium hesperium (Maxon & R.T.Clausen) W.H.Wagner & Lellinger,Botrychium hesperium (Maxon & Clausen) Wagner & Lellinger,Botrychium hesperium (Maxon & R.T.Clausen) W.H.Wagner & Lellinger,accepted,synonym,exact,41921
Botrychium lanceolatum (S.G.Gmel.) Angstrom,Botrychium lanceolatum (S. G. Gmel.) Ångstr.,Botrychium lanceolatum (S.G.Gmel.) Angstrom,accepted,synonym,exact,41922
Botrychium montanum W.H.Wagner,Botrychium montanum Wagner,Botrychium montanum W.H.Wagner,accepted,synonym,exact,41925
Botrychium paradoxum W.H.Wagner,Botrychium paradoxum Wagner,Botrychium paradoxum W.H.Wagner,accepted,synonym,exact,41926
Botrychium pedunculosum W.H.Wagner,Botrychium pedunculosum Wagner,Botrychium pedunculosum W.H.Wagner,accepted,synonym,exact,41927
Botrychium pseudopinnatum W.H.Wagner,Botrychium pseudopinnatum Wagner,Botrychium pseudopinnatum W.H.Wagner,accepted,synonym,exact,41929
Botrychium spathulatum W.H.Wagner,Botrychium spathulatum Wagner,Botrychium spathulatum W.H.Wagner,accepted,synonym,exact,41932
Botrychium watertonense W.H.Wagner,Botrychium × watertonense W. H. Wagner,Botrychium watertonense W.H.Wagner,accepted,synonym,exact,41933
Asplenium filipes Copel.,Hymenasplenium filipes (Copel.) Sugim.,Asplenium filipes Copel.,accepted,synonym,exact,41961
Asplenium ruprechtii Sa.Kurata,Asplenium ruprechtii Kurata,Asplenium ruprechtii Sa.Kurata,accepted,synonym,exact,41962
Hymenophyllum reniforme Hook.,Hymenophyllum undulatum (Sw.) Sw.,Hymenophyllum reniforme Hook.,accepted,synonym,exact,41968
Polypodium aureum L.,Phlebodium aureum (L.) J. Sm.,Polypodium aureum L.,accepted,ambiguous synonym,exact,49545
Angiopteris palmiformis (Cav.) C.Chr.,Angiopteris angustifolia C. Presl,Angiopteris palmiformis (Cav.) C. Chr.,accepted,synonym,auto_punct,49856
Davallia trichomanoides var. bullata (Wall. ex Hook.) Sarn.Singh & Panigrahi,Davallia bullata Wall.,Davallia trichomanoides subsp. bullata (Wall. ex Hook.) Sarn. Singh & Panigrahi,accepted,synonym,auto_irank,49860
Blechnum glandulosum Kaulf. ex Link,Blechnum appendiculatum Willd.,Blechnum glandulosum Kaulf. ex Link,accepted,ambiguous synonym,exact,49974
Tmesipteris elongata Danguy,Tmesipteris elongata P. A. Dang.,Tmesipteris elongata Danguy,accepted,synonym,exact,50272
Cephalomanes javanicum (Blume) Bosch,Cephalomanes javanicum (Blume) C. Presl,Cephalomanes javanicum (Blume) Bosch,accepted,synonym,exact,58831
Trichomanes osmundoides Poir.,Trichomanes osmundoides DC. ex Poir.,Trichomanes osmundoides Poir.,accepted,synonym,exact,58834
Athyrium sheareri (Baker) Ching,Anisocampium sheareri (Baker) Ching,Athyrium sheareri (Baker) Ching,accepted,synonym,exact,65703
Diplazium squamigerum (Mett.) C.Hope,Diplazium squamigerum (Mett.) Matsum.,Diplazium squamigerum (Mett.) C.Hope,accepted,synonym,exact,65709
Tectaria devexa (Kunze ex Mett.) Copel.,Tectaria membranacea (Hook.) Fraser-Jenk. & Kholia,Tectaria devexa (Kunze) Copel.,accepted,synonym,auto_basexin,65713
"Anisocampium niponicum (Mett.) Y.C.Liu, W.L.Chiou & M.Kato","Anisocampium niponicum (Mett.) Yea C. Liu, W. L. Chiou & M. Kato","Anisocampium niponicum (Mett.) Y.C.Liu, W.L.Chiou & M.Kato",accepted,synonym,exact,65715
Athyrium crenulatoserrulatum Makino,Cornopteris crenulatoserrulata (Makino) Nakai,Athyrium crenulatoserrulatum Makino,accepted,synonym,exact,65719
Athyrium decurrenti-alatum (Hook.) Copel.,Cornopteris decurrentialata (Hook.) Nakai,Athyrium decurrentialatum (Hook.) Copel.,accepted,synonym,auto_punct,65720
Hypodematium crenatum (Forssk.) Kuhn,Hypodematium chrysolepis (Fée) X. P. Fan & Li Bing Zhang,Hypodematium crenatum (Forssk.) Kuhn,accepted,synonym,exact,65731
Asplenium tenuicaule Hayata,Asplenium laciniatum subsp. tenuicaule (Hayata) Fraser-Jenk.,Asplenium tenuicaule Hayata,accepted,synonym,exact,78460
Asplenium pseudowilfordii Tagawa,Asplenium austrochinense Ching,Asplenium pseudowilfordii Tagawa,accepted,synonym,exact,78462
Asplenium obliquissimum (Hayata) Sugim. & Kurata,Hymenasplenium obliquissimum (Hayata) Sugim.,Asplenium obliquissimum (Hayata) Sugim. & Kurata,accepted,synonym,exact,79317
Tectaria zeylanica (Houtt.) Sledge,Tectaria zeilanica (Houtt.) Sledge,Tectaria zeylanica (Houtt.) Sledge,accepted,synonym,exact,85334
Leptopteris wilkesiana (Brack.) H.Christ,Leptopteris wilkesiana (Brack.) Christ,Leptopteris wilkesiana (Brack.) H.Christ,accepted,synonym,exact,90700
Pleopeltis crassinervata (Fee) T.Moore,Pleopeltis crassinervata (Fée) T. Moore,Pleopeltis crassinervata (Fee) T.Moore,accepted,synonym,exact,104280
Polypodium azoricum (Vasc.) R.Fern.,"Polypodium macaronesicum subsp. azoricum (Vasc.) F. J. Rumsey, Carine & Robba",Polypodium azoricum (Vasc.) R. Fern.,accepted,synonym,auto_punct,104285
Polypodium fuscopetiolatum A.R.Sm.,Polypodium colpodes Kunze,Polypodium fuscopetiolatum A. R. Sm.,accepted,synonym,auto_punct,104287
Polypodium guttatum Maxon,Pleopeltis guttata (Maxon) E. G. Andrews & Windham,Polypodium guttatum Maxon,accepted,synonym,exact,104288
Pteridium revolutum (Blume) Nakai,Pteridium aquilinum subsp. wightianum (Wall. ex J. Agardh) W. C. Shieh,Pteridium revolutum (Blume) Nakai,accepted,synonym,exact,104585
Pteridium aquilinum subsp. latiusculum (Desv.) Hulten,Pteridium aquilinum subsp. centrali-africanum Hieron.,Pteridium aquilinum subsp. latiusculum (Desv.) Hultén,accepted,synonym,auto_punct,104587
Pteridium aquilinum subsp. atlanticum C.N.Page,Pteridium aquilinum subsp. aquilinum,Pteridium aquilinum subsp. atlanticum C. N. Page,accepted,synonym,auto_punct,112006
Marsilea botryocarpa F.Ballard,Marsilea botryocarpa Ballard,Marsilea botryocarpa F.Ballard,accepted,synonym,exact,113539
Struthiopteris spicant (L.) F.W.Weiss,Struthiopteris spicant (L.) Weiss,Struthiopteris spicant (L.) F.W.Weiss,accepted,synonym,exact,114457
Struthiopteris amabilis (Makino) Ching,Spicantopsis amabilis Nakai,Struthiopteris amabilis (Makino) Ching,accepted,synonym,exact,120687
Blechnum coriaceum (Brack.) Brownlie,Austroblechnum melanocaulon subsp. melanocaulon,Blechnum coriaceum (Brack.) Brownlie,accepted,synonym,exact,120693
Austroblechnum doodioides (Brack.) Gasper & V.A.O.Dittrich,Austroblechnum lanceolatum (R. Br.) Gasper & V. A. O. Dittrich,Austroblechnum doodioides (Brack.) Gasper & V. A. O. Dittrich,accepted,synonym,auto_punct,120694
Struthiopteris hancockii (Hance) Tagawa,Spicantopsis hancockii (Hance) Masam.,Struthiopteris hancockii (Hance) Tagawa,accepted,synonym,exact,120698
Blechnum microbasis (Baker) C.Chr.,Lomaridium biforme (Baker) Gasper & V. A. O. Dittrich,Blechnum microbasis (Baker) C. Chr.,accepted,synonym,auto_punct,120702
Blechnum moorei C.Chr.,Oceaniopteris ciliata (T. Moore) Gasper & Salino,Blechnum moorei C. Chr.,accepted,synonym,auto_punct,120703
Dryopteris submontana Fraser-Jenk.,Dryopteris mindshelkensis Pavlov,Dryopteris submontana (Fraser-Jenk. & Jermy) Fraser-Jenk.,accepted,synonym,auto_basio-,147948
Anemia pastinacaria Moritz ex Prantl,Anemia hispida Kunze,Anemia pastinacaria Moritz ex Prantl,accepted,synonym,exact,148556
Anemia radicans Raddi,Anemia rotundifolia Schrad.,Anemia radicans Raddi,accepted,synonym,exact,148557
Anemia tenella (Cav.) Sw.,Anemia hirsuta (L.) Sw.,Anemia tenella (Cav.) Sw.,accepted,synonym,exact,148558
Lygodium micans J.W.Sturm,Lygodium volubile Sw.,Lygodium micans J.W.Sturm,accepted,synonym,exact,148565
Schizaea confusa Selling,Actinostachys confusa (Selling) C. F. Reed,Schizaea confusa Selling,accepted,synonym,exact,148573
Schizaea dichotoma (L.) J.Sm.,Schizaea dichotoma (L.) Sm.,Schizaea dichotoma (L.) J.Sm.,accepted,synonym,exact,148574
Schizaea poeppigiana J.W.Sturm,Schizaea poeppigiana Sturm,Schizaea poeppigiana J.W.Sturm,accepted,synonym,exact,148578
Athyrium distentifolium Tausch ex Opiz,Pseudathyrium alpestre (Hoppe) Newman,Athyrium distentifolium Tausch ex Opiz,accepted,synonym,exact,157494
Leptogramma pilosa var. alabamensis (Crawford) Wherry,Leptogramma burksiorum (J. E. Watkins & Farrar) Y. H. Chang & L. Y. Kuo,Leptogramma pilosa var. alabamensis (Crawford) Wherry,accepted,synonym,exact,157527
Leptogramma pilosa var. major (E.Fourn.) Y.H.Chang & L.Y.Kuo,Leptogramma pilosa (M. Martens & Galeotti) Underw.,Leptogramma pilosa var. major (E. Fourn.) Y. H. Chang & L. Y. Kuo,accepted,synonym,auto_punct,157528
Hymenophyllum caespitosa Gaudich.,Hymenophyllum caespitosum Gaudich.,Hymenophyllum caespitosa Gaudich.,accepted,synonym,exact,160855
Hymenophyllum subdimidiatum Rosenst.,Hymenophyllum holochilum (Bosch) C. Chr.,Hymenophyllum subdimidiatum Rosenst.,accepted,synonym,exact,164658
Hymenophyllum acanthoides Bosch,Hymenophyllum acanthoides (Bosch) Rosenst.,Hymenophyllum acanthoides Bosch,accepted,synonym,exact,164659
Danaea elliptica Sm.,Danaea nodosa (L.) Sm.,Danaea elliptica Sm.,accepted,synonym,exact,167728
Salvinia molesta D.S. Mitch.,Salvinia × molesta D. S. Mitch.,Salvinia molesta D.S. Mitch.,accepted,synonym,exact,167732
Marattia werneri Rosenst.,Ptisana melanesica (Kuhn) Murdock,Marattia werneri Rosenst.,accepted,synonym,exact,167749
Asplenium majoricum Litard.,Asplenium petrarchae subsp. majoricum (Litard.) O. Bolòs & Vigo,Asplenium majoricum Litard.,accepted,synonym,exact,169378
Jamesonia laxa Mett.,Jamesonia laxa Kunze ex Kuhn,Jamesonia laxa (Kunze ex Kuhn) Diels,accepted,synonym,auto_cfonly,170598
Anogramma guatemalensis (Domin) C.Chr.,Anogramma leptophylla (L.) Link,Anogramma guatemalensis (Domin) C. Chr.,accepted,synonym,auto_punct,170709
Goniopteris poiteana (Bory) Ching,Goniopteris poiteana (Bory) C. Presl,Goniopteris poiteana (Bory) Ching,accepted,synonym,exact,173880
Trigonospora ciliata (Wall. ex Benth.) Holttum,Trigonospora tenera (Roxb.) Mazumdar,Trigonospora ciliata (Wall. ex Benth.) Holttum,accepted,synonym,exact,173915
Anemia muenchii Christ,Anemia munchii Christ,Anemia muenchii Christ,accepted,synonym,exact,180986
Adenophorus montanus (Hillebr.) W.H.Wagner,Adenophorus tamariscinus var. montanus (Hillebr.) Bishop,Adenophorus montanus (Hillebr.) W. H. Wagner,accepted,synonym,auto_punct,185463
Adenophorus pinnatifidus Gaudich.,Adenophorus sarmentosus (Brack.) K. A. Wilson,Adenophorus pinnatifidus Gaudich.,accepted,synonym,exact,185465
Aglaomorpha meyeniana Schott,Drynaria meyeniana (Schott) Christenh.,Aglaomorpha meyeniana Schott,accepted,synonym,exact,187340
Campyloneurum wercklei (Christ) Lellinger,Campyloneurum sphenodes (Kunze ex Klotzsch) Fée,Campyloneurum wercklei (Christ) Lellinger,accepted,synonym,exact,187344
Aglaomorpha rigidula (Sw.) Hovenkamp & S.Linds.,Drynaria rigidula (Sw.) Bedd.,Aglaomorpha rigidula (Sw.) Hovenkamp & S. Linds.,accepted,synonym,auto_punct,187349
Lecanopteris spinosa Jermy & T.G.Walker,Lecanopteris spinosa Jermy & T. Walker,Lecanopteris spinosa Jermy & T.G.Walker,accepted,synonym,exact,187362
Lemmaphyllum carnosum (J.Sm. ex Hook.) C.Presl,"Lepisorus carnosus (J. Sm.) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum carnosum (Wall. ex J. Sm.) C. Presl,accepted,synonym,auto_basexin,187364
Microsorum linguiforme (Mett.) Copel.,"Dendroconche linguiforme (Mett.) Testo, Sundue & A. R. Field",Microsorum linguiforme (Mett.) Copel.,accepted,synonym,exact,187366
Neolepisorus pappei (Mett. ex Kuhn) Li Wang,Microsorum pappei (Mett. ex Kuhn) Tardieu,Neolepisorus pappei (Mett. ex Kuhn) Li Wang,accepted,synonym,exact,187369
Aglaomorpha coronans (Wall. ex Mett.) Copel.,Drynaria coronans (Wall. ex Mett.) J. Sm.,Aglaomorpha coronans (Wall. ex Mett.) Copel.,accepted,synonym,exact,187373
Lecanopteris lomarioides (Kunze ex Mett.) Copel.,Lecanopteris sarcopus (Teijsm. & Binn.) Copel.,Lecanopteris lomarioides (Kunze ex Mett.) Copel.,accepted,synonym,exact,190901
Hymenophyllum armstrongii (Baker) Kirk,Hymenophyllum armstrongii (Baker) Kuhn,Hymenophyllum armstrongii (Baker) Kirk,accepted,synonym,exact,192761
Hymenophyllum tenellum D.Don,Hymenophyllum fumarioides Bory ex Willd.,Hymenophyllum tenellum D. Don,accepted,ambiguous synonym,auto_punct,192766
Davallia clarkei Baker,Davallia hookeri (Bedd.) X. C. Zhang,Davallia clarkei Baker,accepted,synonym,exact,194873
Selliguea lehmannii (Mett.) Christenh.,Selliguea lehmannii (Mett.) X. C. Zhang & L. J. He,Selliguea lehmannii (Mett.) Christenh.,accepted,synonym,exact,194881
Selliguea dareiformis (Hook.) X.C.Zhang & L.J.He,Gymnogrammitis dareiformis (Hook.) Ching ex Tardieu & C. Chr.,Selliguea dareiformis (Hook.) X. C. Zhang & L. J. He,accepted,synonym,auto_punct,194885
Aglaomorpha acuminata (Willd.) Hovenkamp,Drynaria speciosa (Blume) Christenh.,Aglaomorpha acuminata (C. V. Morton) Hovenkamp,accepted,synonym,auto_basexin,194886
Pyrrosia piloselloides (L.) M.Price,Pyrrosia piloselloides (L.) M. G. Price,Pyrrosia piloselloides (L.) M.Price,accepted,synonym,exact,194888
Neolepisorus ensatus (Thunb.) Ching,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,accepted,synonym,exact,194893
Microsorum lucidum (Roxb.) Copel.,Microsorum cuspidatum subsp. cuspidatum,Microsorum lucidum (Roxb. ex Griff.) Copel.,accepted,synonym,auto_basexin,194895
Alsophila denticulata Baker,Alsophila acaulis Makino,Alsophila denticulata Baker,accepted,synonym,exact,204584
Cyathea contaminans (Wall. ex Hook.) Copel.,Sphaeropteris glauca (Blume) R. M. Tryon,Cyathea contaminans (Wall. ex Hook.) Copel.,accepted,synonym,exact,204587
Cyathea pectinata Ching & S.H.Wu,Alsophila gigantea Wall. ex Hook.,Cyathea pectinata Ching & S. H. Wu,accepted,synonym,auto_punct,204589
Cyathea pseudogigantea Ching & S.H.Wu,Alsophila gigantea Wall. ex Hook.,Cyathea pseudogigantea Ching & S. H. Wu,accepted,synonym,auto_punct,204590
Cyathea tinganensis Ching & S.H.Wu,Alsophila gigantea Wall. ex Hook.,Cyathea tinganensis Ching & S. H. Wu,accepted,synonym,auto_punct,204591
Cyathea tsangii Ching & S.H.Wu,Alsophila latebrosa Wall.,Cyathea tsangii Ching & S. H. Wu,accepted,synonym,auto_punct,204592
Sphaeropteris hainanensis (Ching) R.M.Tryon,Alsophila costularis Baker,Sphaeropteris hainanensis (Ching) R. M. Tryon,accepted,synonym,auto_punct,204594
Phanerophlebia nobilis var. remotispora (E.Fourn.) Yatsk.,Phanerophlebia remotispora E. Fourn.,Phanerophlebia nobilis var. remotispora (E. Fourn.) Yatsk.,accepted,synonym,auto_punct,207849
Polystichopsis chaerophylloides (Poir.) C.V.Morton,Polystichopsis chaerophylloides (Poir.) Morton,Polystichopsis chaerophylloides (Poir.) C.V.Morton,accepted,synonym,exact,207852
Polystichum setiferum (Forssk.) Moore ex Woyn.,Polystichum setiferum (Forssk.) T. Moore ex Woyn.,Polystichum setiferum (Forssk.) Moore ex Woyn.,accepted,synonym,exact,207872
Polystichum tsus-simense (Hook.) J.Sm.,Polystichum luctuosum (Kunze) T. Moore,Polystichum tsus-simense (Hook.) J. Sm.,accepted,synonym,auto_punct,207876
Botrychium ternatum (Thunb.) Sw.,Sceptridium ternatum (Thunb.) Lyon,Botrychium ternatum (Thunb.) Sw.,accepted,ambiguous synonym,exact,208695
Ophioglossum richardsiae J.E.Burrows,Ophioglossum lancifolium C. Presl,Ophioglossum richardsiae J. E. Burrows,accepted,synonym,auto_punct,208699
Ophioglossum nudicaule L.f.,Ophioglossum nudicaule L. fil.,Ophioglossum nudicaule L.f.,accepted,synonym,exact,208700
Arachniodes setifera Ching,Arachniodes chinensis (Rosenst.) Ching,Arachniodes setifera Ching,accepted,synonym,exact,208734
Athyrium giraldii Christ,Deparia giraldii (Christ) X. C. Zhang,Athyrium giraldii Christ,accepted,synonym,exact,208751
Athyrium subtriangulare (Hook.) Bedd.,Athyrium spinulosum (Maxim.) Milde,Athyrium subtriangulare (Hook.) Bedd.,accepted,synonym,exact,208753
Deparia concinna (Z.R.Wang) M.Kato,Deparia membranacea (Ching & Z. Y. Liu) Fraser-Jenk.,Deparia concinna (Z. R. Wang) M. Kato,accepted,ambiguous synonym,auto_punct,208754
Asplenium antrophyoides H.Christ,Asplenium antrophyoides Christ,Asplenium antrophyoides H.Christ,accepted,synonym,exact,216029
Asplenium cymbifolium H.Christ,Asplenium cymbifolium Christ,Asplenium cymbifolium H.Christ,accepted,synonym,exact,216030
Asplenium x mantoniae Varoczy & Vida,Asplenium ceterach subsp. mantoniae (Váróczy & Vida) Jenny,Asplenium × mantoniae Váróczy & Vida,accepted,ambiguous synonym,auto_punct,219459
Anogramma osteniana Dutra,Jamesonia osteniana (Dutra) Gastony,Anogramma osteniana Dutra,accepted,synonym,exact,220732
Anogramma caespitosa Pic.Serm.,Anogramma leptophylla (L.) Link,Anogramma caespitosa Pic. Serm.,accepted,synonym,auto_punct,220739
Polyphlebium borbonicum (Bosch) Ebihara & Dubuisson,Polyphlebium diaphanum (Kunth) Ebihara & Dubuisson,Polyphlebium borbonicum (Bosch) Ebihara & Dubuisson,accepted,synonym,exact,221311
Trichomanes eglerii P.G.Windisch,Trichomanes egleri P. G. Windisch,Trichomanes eglerii P.G.Windisch,accepted,synonym,exact,221316
Abrodictyum meifolium (Bory ex Willd.) Ebihara & K.Iwats.,Abrodictyum parviflorum (Poir.) Bauret & Dubuisson,Abrodictyum meifolium (Bory ex Willd.) Ebihara & K. Iwats.,accepted,synonym,auto_punct,221325
Elaphoglossum bifurcatum (Jacq.) Mickel,Elaphoglossum bifurcatum (Jacq.) Sw.,Elaphoglossum bifurcatum (Jacq.) Mickel,accepted,synonym,exact,223201
Elaphoglossum semicylindricum Benl,Elaphoglossum hirtum (Sw.) C. Chr.,Elaphoglossum semicylindricum (T. E. Bowdich) Benl,accepted,synonym,auto_basio-,223207
Sticherus palmatus (Underw.) Copel.,Sticherus furcatus (L.) Ching,Sticherus palmatus (Underw.) Copel.,accepted,synonym,exact,223812
