query,resolved_name,matched_name,resolved_status,matched_status,match_type,taxid
Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,Ophioglossum vulgatum L.,accepted,accepted,exact,49227
Ceratopteris richardii Brongn.,Ceratopteris richardii Brongn.,Ceratopteris richardii Brongn.,accepted,accepted,exact,49495
Sphaeropteris cooperi (F.Muell.) R.M.Tryon,Sphaeropteris cooperi (F. Muell.) R. M. Tryon,Sphaeropteris cooperi (F. Muell.) R. M. Tryon,accepted,accepted,auto_punct,49500
Pilularia globulifera L.,Pilularia globulifera L.,Pilularia globulifera L.,accepted,accepted,exact,49509
Pteris cretica L.,Pteris cretica L.,Pteris cretica L.,accepted,accepted,exact,49539
Vandenboschia radicans (Sw.) Copel.,Vandenboschia radicans (Sw.) Copel.,Vandenboschia radicans (Sw.) Copel.,accepted,accepted,exact,49543
Onocleopsis hintonii F.Ballard,Onocleopsis hintonii F. Ballard,Onocleopsis hintonii F. Ballard,accepted,accepted,auto_punct,50050
Onoclea sensibilis var. interrupta Maxim.,Onoclea sensibilis var. interrupta Maxim.,Onoclea sensibilis var. interrupta Maxim.,accepted,accepted,exact,50051
Pentarhizidium intermedium (C.Chr.) Hayata,Pentarhizidium intermedium (C. Chr.) Hayata,Pentarhizidium intermedium (C. Chr.) Hayata,accepted,accepted,auto_punct,50327
Pentarhizidium orientale (Hook.) Hayata,Pentarhizidium orientale (Hook.) Hayata,Pentarhizidium orientale (Hook.) Hayata,accepted,accepted,exact,50328
Trachypteris pinnata (Hook.f.) C.Chr.,Trachypteris pinnata (Hook. fil.) C. Chr.,Trachypteris pinnata (Hook. fil.) C. Chr.,accepted,accepted,auto_basexin,50329
Marsilea drummondii A.Braun,Marsilea drummondii A. Braun,Marsilea drummondii A. Braun,accepted,accepted,auto_punct,51786
Vittaria appalachiana Farrar & Mickel,Vittaria appalachiana Farrar & Mickel,Vittaria appalachiana Farrar & Mickel,accepted,accepted,exact,57323
Polypodium vulgare L.,Polypodium vulgare L.,Polypodium vulgare L.,accepted,accepted,exact,58048
Ceratopteris pteridoides (Hook.) Hieron.,Ceratopteris pteridoides (Hook.) Hieron.,Ceratopteris pteridoides (Hook.) Hieron.,accepted,accepted,exact,58167
Hypolepis hostilis (Kunze) C.Presl,Hypolepis hostilis (Kunze) C. Presl,Hypolepis hostilis (Kunze) C. Presl,accepted,accepted,auto_punct,58521
Ophioglossum reticulatum L.,Ophioglossum reticulatum L.,Ophioglossum reticulatum L.,accepted,accepted,exact,58522
Odontosoria biflora (Kaulf.) C.Chr.,Odontosoria biflora (Kaulf.) C. Chr.,Odontosoria biflora (Kaulf.) C. Chr.,accepted,accepted,auto_punct,58523
Trichomanes alatum Sw.,Trichomanes alatum Sw.,Trichomanes alatum Sw.,accepted,accepted,exact,58825
Crepidomanes bipunctatum (Poir.) Copel.,Crepidomanes bipunctatum (Poir.) Copel.,Crepidomanes bipunctatum (Poir.) Copel.,accepted,accepted,exact,58826
Didymoglossum ekmanii (Wess.Boer) Ebihara & Dubuisson,Didymoglossum ekmanii (Wess. Boer) Ebihara & Dubuisson,Didymoglossum ekmanii (Wess. Boer) Ebihara & Dubuisson,accepted,accepted,auto_punct,58828
Trichomanes elegans Rich.,Trichomanes elegans Rich.,Trichomanes elegans Rich.,accepted,accepted,exact,58829
Didymoglossum gourlianum (Grev. ex J.Smith) Pic.Serm.,Didymoglossum gourlianum (Grev. ex J. Sm.) Pic. Serm.,Didymoglossum gourlianum (Grev. ex J. Sm.) Pic. Serm.,accepted,accepted,auto_basexin,58830
Didymoglossum krausii (Hook. & Grev.) C.Presl,Didymoglossum krausii (Hook. & Grev.) C.Presl,Didymoglossum krausii (Hook. & Grev.) C.Presl,accepted,accepted,exact,58832
Didymoglossum membranaceum (L.) Vareschi,Didymoglossum membranaceum (L.) Vareschi,Didymoglossum membranaceum (L.) Vareschi,accepted,accepted,exact,58833
Didymoglossum pinnatinervium (Jenman) Pic.Serm.,Didymoglossum pinnatinervium (Jenman) Pic. Serm.,Didymoglossum pinnatinervium (Jenman) Pic. Serm.,accepted,accepted,auto_punct,58835
Trichomanes pinnatum Hedw.,Trichomanes pinnatum Hedw.,Trichomanes pinnatum Hedw.,accepted,accepted,exact,58836
Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,Hymenophyllum tunbrigense (L.) Sm.,accepted,accepted,exact,58838
Marsilea vestita Hook. & Grev.,Marsilea vestita Hook. & Grev.,Marsilea vestita Hook. & Grev.,accepted,accepted,exact,59764
Matonia foxworthyi Copel.,Matonia foxworthyi Copel.,Matonia foxworthyi Copel.,accepted,accepted,exact,63664
Phanerosorus major Diels,Phanerosorus major Diels,Phanerosorus major Diels,accepted,accepted,exact,63666
Phanerosorus sarmentosus (Baker) Copel.,Phanerosorus sarmentosus (Baker) Copel.,Phanerosorus sarmentosus (Baker) Copel.,accepted,accepted,exact,63667
Athyrium yokoscense (Franch. & Sav.) Christ,Athyrium yokoscense (Franch. & Sav.) Christ,Athyrium yokoscense (Franch. & Sav.) Christ,accepted,accepted,exact,65704
Ctenitis sinii (Ching) Ohwi,Ctenitis sinii (Ching) Ohwi,Ctenitis sinii (Ching) Ohwi,accepted,accepted,exact,65705
Rhachidosorus mesosorus (Makino) Ching,Rhachidosorus mesosorus (Makino) Ching,Rhachidosorus mesosorus (Makino) Ching,accepted,accepted,exact,65707
Diplazium donianum (Mett.) Tardieu,Diplazium donianum (Mett.) Tardieu,Diplazium donianum (Mett.) Tardieu,accepted,accepted,exact,65708
Deparia tomitaroana (Masam.) R.Sano,Deparia tomitaroana (Masam.) R. Sano,Deparia tomitaroana (Masam.) R. Sano,accepted,accepted,auto_punct,65711
Deparia bonincola (Nakai) M.Kato,Deparia bonincola (Nakai) M. Kato,Deparia bonincola (Nakai) M. Kato,accepted,accepted,auto_punct,65721
Deparia fenzliana (Luers.) M.Kato,Deparia fenzliana (Luerss.) M. Kato,Deparia fenzliana (Luerss.) M. Kato,accepted,accepted,auto_basexin,65722
Deparia conilii (Franch. & Sav.) M.Kato,Deparia conilii (Franch. & Sav.) M. Kato,Deparia conilii (Franch. & Sav.) M. Kato,accepted,accepted,auto_punct,65723
Deparia kiusiana (Koidz.) M.Kato,Deparia kiusiana (Koidz.) M. Kato,Deparia kiusiana (Koidz.) M. Kato,accepted,accepted,auto_punct,65724
Deparia okuboana (Makino) M.Kato,Deparia okuboana (Makino) M. Kato,Deparia okuboana (Makino) M. Kato,accepted,accepted,auto_punct,65725
Deparia otomasui (Kurata) Seriz.,Deparia otomasui (Sa. Kurata) Seriz.,Deparia otomasui (Sa. Kurata) Seriz.,accepted,accepted,auto_basexin,65726
Deparia petersenii (Kunze) M.Kato,Deparia petersenii (Kunze) M. Kato,Deparia petersenii (Kunze) M. Kato,accepted,accepted,auto_punct,65727
Deparia prolifera (Kaulf.) Hook. & Grev.,Deparia prolifera (Kaulf.) Hook. & Grev.,Deparia prolifera (Kaulf.) Hook. & Grev.,accepted,accepted,exact,65728
Deparia pycnosora (H.Christ) M.Kato,Deparia pycnosora (Christ) M. Kato,Deparia pycnosora (Christ) M. Kato,accepted,accepted,auto_basexin,65729
Deparia viridifrons (Makino) M.Kato,Deparia viridifrons (Makino) M. Kato,Deparia viridifrons (Makino) M. Kato,accepted,accepted,auto_punct,65730
Hypodematium crenatum subsp. fauriei (Kodama) K.Iwats.,Hypodematium crenatum subsp. fauriei (Kodama) K.Iwats.,Hypodematium crenatum subsp. fauriei (Kodama) K.Iwats.,accepted,accepted,exact,65732
Athyrium vidalii (Franch. & Sav.) Nakai,Athyrium vidalii (Franch. & Sav.) Nakai,Athyrium vidalii (Franch. & Sav.) Nakai,accepted,accepted,exact,65957
Leptogramma pozoi (Lag.) Heywood,Leptogramma pozoi (Lag.) Heywood,Leptogramma pozoi (Lag.) Heywood,accepted,accepted,exact,76769
Asplenium setoi N.Murak. & Seriz.,Asplenium setoi N. Murak. & Seriz.,Asplenium setoi N. Murak. & Seriz.,accepted,accepted,auto_punct,78365
Asplenium australasicum (J.Sm.) Hook.,Asplenium australasicum (J. Sm.) Hook.,Asplenium australasicum (J. Sm.) Hook.,accepted,accepted,auto_punct,78367
Asplenium griffithianum Hook.,Asplenium griffithianum Hook.,Asplenium griffithianum Hook.,accepted,accepted,exact,78368
Asplenium ensiforme Wall. ex Hook. & Grev.,Asplenium ensiforme Wall.,Asplenium ensiforme Wall.,accepted,accepted,auto_exin+,78455
Asplenium wrightii D.C.Eaton ex Hook.,Asplenium wrightii D. C. Eaton ex Hook.,Asplenium wrightii D. C. Eaton ex Hook.,accepted,accepted,auto_punct,78456
Asplenium prolongatum Hook.,Asplenium prolongatum Hook.,Asplenium prolongatum Hook.,accepted,accepted,exact,78457
Asplenium ritoense Hayata,Asplenium ritoense Hayata,Asplenium ritoense Hayata,accepted,accepted,exact,78458
Asplenium sarelii Hook.,Asplenium sarelii Hook.,Asplenium sarelii Hook.,accepted,accepted,exact,78459
Asplenium wilfordii Mett. ex Kuhn,Asplenium wilfordii Mett. ex Kuhn,Asplenium wilfordii Mett. ex Kuhn,accepted,accepted,exact,78461
Asplenium incisum Thunb.,Asplenium incisum Thunb.,Asplenium incisum Thunb.,accepted,accepted,exact,78463
Asplenium trichomanes L.,Asplenium trichomanes L.,Asplenium trichomanes L.,accepted,accepted,exact,78464
Asplenium tripteropus Nakai,Asplenium tripteropus Nakai,Asplenium tripteropus Nakai,accepted,accepted,exact,78465
Asplenium oligophlebium Baker,Asplenium oligophlebium Baker,Asplenium oligophlebium Baker,accepted,accepted,exact,78466
Asplenium normale D.Don,Asplenium normale D. Don,Asplenium normale D. Don,accepted,accepted,auto_punct,78467
Hymenasplenium hondoense (N.Murak. & Hatan.) Nakaike,Hymenasplenium hondoense (N. Murak. & Hatan.) Nakaike,Hymenasplenium hondoense (N. Murak. & Hatan.) Nakaike,accepted,accepted,auto_punct,78469
Hymenasplenium cardiophyllum (Hance) Nakaike,Hymenasplenium cardiophyllum (Hance) Nakaike,Hymenasplenium cardiophyllum (Hance) Nakaike,accepted,accepted,exact,78470
Hymenasplenium laetum (Sw.) L.Regalado & Prada,Hymenasplenium laetum (Sw.) L. Regalado & Prada,Hymenasplenium laetum (Sw.) L. Regalado & Prada,accepted,accepted,auto_punct,78471
Hymenasplenium riparium (Liebm.) L.Regalado & Prada,Hymenasplenium riparium (Liebm.) L. Regalado & Prada,Hymenasplenium riparium (Liebm.) L. Regalado & Prada,accepted,accepted,auto_punct,78472
Hymenasplenium cheilosorum (Kunze ex Mett.) Tagawa,Hymenasplenium cheilosorum (Kunze ex Mett.) Tagawa,Hymenasplenium cheilosorum (Kunze ex Mett.) Tagawa,accepted,accepted,exact,79316
Lophosoria quadripinnata (J.F.Gmel.) C.Chr.,Lophosoria quadripinnata (J. F. Gmel.) C. Chr.,Lophosoria quadripinnata (J. F. Gmel.) C. Chr.,accepted,accepted,auto_punct,81815
Azolla filiculoides Lam.,Azolla filiculoides Lam.,Azolla filiculoides Lam.,accepted,accepted,exact,84609
Bolbitis heudelotii (Bory ex Fee) Alston,Bolbitis heudelotii (Bory ex Fée) Alston,Bolbitis heudelotii (Bory ex Fée) Alston,accepted,accepted,auto_punct,84612
Cyrtomium falcatum (L.f.) C.Presl,Cyrtomium falcatum (L. fil.) C. Presl,Cyrtomium falcatum (L. fil.) C. Presl,accepted,accepted,auto_basexin,84614
Lygodium circinatum (Burm.f.) Sw.,Lygodium circinatum (Burm.f.) Sw.,Lygodium circinatum (Burm.f.) Sw.,accepted,accepted,exact,84615
Lygodium flexuosum (L.) Sw.,Lygodium flexuosum (L.) Sw.,Lygodium flexuosum (L.) Sw.,accepted,accepted,exact,85330
Platycerium alcicorne Desv.,Platycerium alcicorne Desv.,Platycerium alcicorne Desv.,accepted,accepted,exact,85331
Niphidium crassifolium (L.) Lellinger,Niphidium crassifolium (L.) Lellinger,Niphidium crassifolium (L.) Lellinger,accepted,accepted,exact,85332
Stegnogramma wilfordii (Hook.) Seriz.,Stegnogramma wilfordii (Hook.) Seriz.,Stegnogramma wilfordii (Hook.) Seriz.,accepted,accepted,exact,85335
Vandenboschia speciosa (Willd.) G.Kunkel,Vandenboschia speciosa (Willd.) G. Kunkel,Vandenboschia speciosa (Willd.) G. Kunkel,accepted,accepted,auto_punct,85337
Woodwardia orientalis Sw.,Woodwardia orientalis Sw.,Woodwardia orientalis Sw.,accepted,accepted,exact,86683
Athyrium atkinsonii Bedd.,Athyrium atkinsonii Bedd.,Athyrium atkinsonii Bedd.,accepted,accepted,exact,86685
Athyrium spinulosum (Maxim.) Milde,Athyrium spinulosum (Maxim.) Milde,Athyrium spinulosum (Maxim.) Milde,accepted,accepted,exact,86686
Deparia unifurcata (Baker) M.Kato,Deparia unifurcata (Baker) M. Kato,Deparia unifurcata (Baker) M. Kato,accepted,accepted,auto_punct,86688
Deparia pterorachis (H.Christ) M.Kato,Deparia pterorachis (Christ) M. Kato,Deparia pterorachis (Christ) M. Kato,accepted,accepted,auto_basexin,86690
Diplazium dilatatum Blume,Diplazium dilatatum Blume,Diplazium dilatatum Blume,accepted,accepted,exact,86694
Homalosorus pycnocarpos (Spreng.) Pic.Serm.,Homalosorus pycnocarpos (Spreng.) Pic. Serm.,Homalosorus pycnocarpos (Spreng.) Pic. Serm.,accepted,accepted,auto_punct,86699
Deparia formosana (Rosenst.) R.Sano,Deparia formosana (Rosenst.) R. Sano,Deparia formosana (Rosenst.) R. Sano,accepted,accepted,auto_punct,86701
Diplazium pullingeri (Baker) J.Sm.,Diplazium pullingeri (Baker) J. Sm.,Diplazium pullingeri (Baker) J. Sm.,accepted,accepted,auto_punct,86703
Acystopteris japonica (Luerss.) Nakai,Acystopteris japonica (Luerss.) Nakai,Acystopteris japonica (Luerss.) Nakai,accepted,accepted,exact,86705
Marsilea ancylopoda A.Braun,Marsilea ancylopoda A. Braun,Marsilea ancylopoda A. Braun,accepted,accepted,auto_punct,88395
Marsilea polycarpa Hook. & Grev.,Marsilea polycarpa Hook. & Grev.,Marsilea polycarpa Hook. & Grev.,accepted,accepted,exact,88396
Osmunda japonica Thunb.,Osmunda japonica Thunb.,Osmunda japonica Thunb.,accepted,accepted,exact,90693
Osmunda lancea Thunb.,Osmunda lancea Thunb.,Osmunda lancea Thunb.,accepted,accepted,exact,90694
Plenasium javanicum (Blume) C.Presl,Plenasium javanicum (Blume) C. Presl,Plenasium javanicum (Blume) C. Presl,accepted,accepted,auto_punct,90695
Plenasium vachellii (Hook.) C.Presl,Plenasium vachellii (Hook.) C. Presl,Plenasium vachellii (Hook.) C. Presl,accepted,accepted,auto_punct,90696
Plenasium banksiifolium (C.Presl) C.Presl,Plenasium banksiifolium (C. Presl) C. Presl,Plenasium banksiifolium (C. Presl) C. Presl,accepted,accepted,auto_punct,90697
Leptopteris hymenophylloides (A.Rich.) C.Presl,Leptopteris hymenophylloides (A. Rich.) C. Presl,Leptopteris hymenophylloides (A. Rich.) C. Presl,accepted,accepted,auto_punct,90699
Todea barbara (L.) T.Moore,Todea barbara (L.) T. Moore,Todea barbara (L.) T. Moore,accepted,accepted,auto_punct,90702
Sceptridium dissectum (Spreng.) Lyon,Sceptridium dissectum (Spreng.) Lyon,Sceptridium dissectum (Spreng.) Lyon,accepted,accepted,exact,93613
Phegopteris hexagonoptera (Michx.) Fee,Phegopteris hexagonoptera (Michx.) Fée,Phegopteris hexagonoptera (Michx.) Fée,accepted,accepted,auto_punct,93619
Dryopteris crassirhizoma Nakai,Dryopteris crassirhizoma Nakai,Dryopteris crassirhizoma Nakai,accepted,accepted,exact,97234
Azolla pinnata R.Br.,Azolla pinnata R. Br.,Azolla pinnata R. Br.,accepted,accepted,auto_punct,99433
Pecluma divaricata (E.Fourn.) Mickel & Beitel,Pecluma divaricata (E. Fourn.) Mickel & Beitel,Pecluma divaricata (E. Fourn.) Mickel & Beitel,accepted,accepted,auto_punct,104273
Pecluma ptilotos (Kunze) M.G.Price,Pecluma ptilotos (Kunze) M.G.Price,Pecluma ptilotos (Kunze) M.G.Price,accepted,accepted,exact,104274
Pleopeltis angusta Humb. & Bonpl. ex Willd.,Pleopeltis angusta Humb. & Bonpl. ex Willd.,Pleopeltis angusta Humb. & Bonpl. ex Willd.,accepted,accepted,exact,104276
Pleopeltis astrolepis (Liebm.) E.Fourn.,Pleopeltis astrolepis (Liebm.) E. Fourn.,Pleopeltis astrolepis (Liebm.) E. Fourn.,accepted,accepted,auto_punct,104277
Pleopeltis complanata (Weath.) E.A.Hooper,Pleopeltis complanata (Weath.) E. A. Hooper,Pleopeltis complanata (Weath.) E. A. Hooper,accepted,accepted,auto_punct,104278
Pleopeltis conzattii (Weath.) R.M.Tryon & A.F.Tryon,Pleopeltis conzattii (Weath.) R. M. Tryon & A. F. Tryon,Pleopeltis conzattii (Weath.) R. M. Tryon & A. F. Tryon,accepted,accepted,auto_punct,104279
Pleopeltis fructuosa (Maxon & Weath. ex Weath.) Lellinger,Pleopeltis fructuosa (Maxon & Weath.) Lellinger,Pleopeltis fructuosa (Maxon & Weath.) Lellinger,accepted,accepted,auto_basexin,104281
Pleopeltis mexicana (Fee) Mickel & Beitel,Pleopeltis mexicana (Fée) Mickel & Beitel,Pleopeltis mexicana (Fée) Mickel & Beitel,accepted,accepted,auto_punct,104282
Pleopeltis polylepis (Roem. ex Kunze) T.Moore,Pleopeltis polylepis (Roem. ex Kunze) T. Moore,Pleopeltis polylepis (Roem. ex Kunze) T. Moore,accepted,accepted,auto_punct,104283
Pleopeltis polypodioides (L.) E.G.Andrews & Windham,Pleopeltis polypodioides (L.) E. G. Andrews & Windham,Pleopeltis polypodioides (L.) E. G. Andrews & Windham,accepted,accepted,auto_punct,104284
Polypodium californicum Kaulf.,Polypodium californicum Kaulf.,Polypodium californicum Kaulf.,accepted,accepted,exact,104286
Serpocaulon ptilorhizon (Christ) A.R.Sm.,Serpocaulon ptilorhizon (Christ) A. R. Sm.,Serpocaulon ptilorhizon (Christ) A. R. Sm.,accepted,accepted,auto_punct,104289
Pleopeltis rosei (Maxon) A.R.Sm. & Tejero,Pleopeltis rosei (Maxon) A. R. Sm. & Tejero,Pleopeltis rosei (Maxon) A. R. Sm. & Tejero,accepted,accepted,auto_punct,104290
Polypodium sibiricum Sipliv.,Polypodium sibiricum Sipliv.,Polypodium sibiricum Sipliv.,accepted,accepted,exact,104296
Pteridium esculentum subsp. arachnoideum (Kaulf.) J.A.Thomson,Pteridium esculentum subsp. arachnoideum (Kaulf.) J. A. Thomson,Pteridium esculentum subsp. arachnoideum (Kaulf.) J. A. Thomson,accepted,accepted,auto_punct,104584
Pteridium aquilinum subsp. pseudocaudatum (Clute) Hulten,Pteridium aquilinum subsp. pseudocaudatum (Clute) Hultén,Pteridium aquilinum subsp. pseudocaudatum (Clute) Hultén,accepted,accepted,auto_punct,104586
"Pteridium aquilinum subsp. pubescens (Underw.) J.A.Thomson, Mickel & Mehltr.","Pteridium aquilinum subsp. pubescens (Underw.) J. A. Thomson, Mickel & Mehltr.","Pteridium aquilinum subsp. pubescens (Underw.) J. A. Thomson, Mickel & Mehltr.",accepted,accepted,auto_punct,104589
Pteridium aquilinum subsp. centraliafricanum Hieron. ex R.E.Fr.,Pteridium aquilinum subsp. centrali-africanum Hieron.,Pteridium aquilinum subsp. centrali-africanum Hieron.,accepted,accepted,auto_exin+,104590
Deparia lancea (Thunb.) Fraser-Jenk.,Deparia lancea (Thunb.) Fraser-Jenk.,Deparia lancea (Thunb.) Fraser-Jenk.,accepted,accepted,exact,104666
Cyathea dejecta (Baker) Christenh.,Cyathea dejecta (Baker) Christenh.,Cyathea dejecta (Baker) Christenh.,accepted,accepted,exact,106770
Cyathea hymenophylloides (L.D.Gomez) Christenh.,Cyathea hymenophylloides (L. D. Gómez) Christenh.,Cyathea hymenophylloides (L. D. Gómez) Christenh.,accepted,accepted,auto_punct,106771
Dicranopteris curranii Copel.,Dicranopteris curranii Copel.,Dicranopteris curranii Copel.,accepted,accepted,exact,108999
Pteridium aquilinum subsp. fulvum C.N.Page,Pteridium aquilinum subsp. fulvum C. N. Page,Pteridium aquilinum subsp. fulvum C. N. Page,accepted,accepted,auto_punct,112003
Pteridium aquilinum subsp. pinetorum (C.N.Page & R.R.Mill) J.A.Thomson,Pteridium aquilinum subsp. pinetorum (C. N. Page & R. R. Mill) J. A. Thomson,Pteridium aquilinum subsp. pinetorum (C. N. Page & R. R. Mill) J. A. Thomson,accepted,accepted,auto_punct,112004
Pteridium aquilinum subsp. decompositum (Gaudich.) Lamoureux ex J.A.Thomson,Pteridium aquilinum subsp. decompositum (Gaudich.) Lamoureux ex J. A. Thomson,Pteridium aquilinum subsp. decompositum (Gaudich.) Lamoureux ex J. A. Thomson,accepted,accepted,auto_punct,112007
Equisetum palustre L.,Equisetum palustre L.,Equisetum palustre L.,accepted,accepted,exact,113538
Eupodium laeve (Sm.) Murdock,Eupodium laeve (Sm.) Murdock,Eupodium laeve (Sm.) Murdock,accepted,accepted,exact,114459
Parablechnum articulatum (F.Muell.) Gasper & Salino,Parablechnum articulatum (F. Muell.) Gasper & Salino,Parablechnum articulatum (F. Muell.) Gasper & Salino,accepted,accepted,auto_punct,120688
Parablechnum capense (Burm.f.) Gasper & Salino,Parablechnum capense (Burm. fil.) Gasper & Salino,Parablechnum capense (Burm. fil.) Gasper & Salino,accepted,accepted,auto_basexin,120689
Oceaniopteris cartilaginea (Sw.) Gasper & Salino,Oceaniopteris cartilaginea (Sw.) Gasper & Salino,Oceaniopteris cartilaginea (Sw.) Gasper & Salino,accepted,accepted,exact,120690
Struthiopteris castanea (Makino & Nemoto) Nakai,Struthiopteris castanea (Makino) Nakai,Struthiopteris castanea (Makino) Nakai,accepted,accepted,auto_basexin,120691
Parablechnum chilense (Kaulf.) Gasper & Salino,Parablechnum chilense (Kaulf.) Gasper & Salino,Parablechnum chilense (Kaulf.) Gasper & Salino,accepted,accepted,exact,120692
Diploblechnum fraseri (A.Cunn.) De Vol,Diploblechnum fraseri (A. Cunn.) De Vol,Diploblechnum fraseri (A. Cunn.) De Vol,accepted,accepted,auto_punct,120695
Oceaniopteris gibba (Labill.) Gasper & Salino,Oceaniopteris gibba (Labill.) Gasper & Salino,Oceaniopteris gibba (Labill.) Gasper & Salino,accepted,accepted,exact,120697
Blechnum hastatum Kaulf.,Blechnum hastatum Kaulf.,Blechnum hastatum Kaulf.,accepted,accepted,exact,120699
"Telmatoblechnum indicum (Burm.f.) Perrie, D.J.Ohlsen & Brownsey","Telmatoblechnum indicum (Burm.) Perrie, D. J. Ohlsen & Brownsey","Telmatoblechnum indicum (Burm.) Perrie, D. J. Ohlsen & Brownsey",accepted,accepted,auto_basexin,120700
